antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
"frozenset({'mozzarella cheese', 'salt', 'egg'})",frozenset({'parmesan cheese'}),0.019790033,0.316640521,0.013877157,0.701219512,2.214560251,0.007610831,2.287162337,0.559515921
"frozenset({'olive oil', 'onion', 'egg'})",frozenset({'parmesan cheese'}),0.01755762,0.316640521,0.012549777,0.714776632,2.257375744,0.006990323,2.395874799,0.56696224
"frozenset({'parmesan cheese', 'olive oil', 'egg'})",frozenset({'salt'}),0.026487269,0.350971401,0.013454809,0.507972665,1.447333497,0.004158535,1.319090532,0.317483509
"frozenset({'olive oil', 'salt', 'egg'})",frozenset({'parmesan cheese'}),0.023108483,0.316640521,0.013454809,0.582245431,1.838821603,0.006137727,1.635791752,0.466964291
"frozenset({'parmesan cheese', 'onion', 'egg'})",frozenset({'salt'}),0.027633643,0.350971401,0.013997828,0.506550218,1.443280612,0.00429921,1.315288046,0.315862476
"frozenset({'onion', 'salt', 'egg'})",frozenset({'parmesan cheese'}),0.02208278,0.316640521,0.013997828,0.633879781,2.00189091,0.007005525,1.866489322,0.511773666
"frozenset({'parmesan cheese', 'parsley', 'egg'})",frozenset({'salt'}),0.021781103,0.350971401,0.011946422,0.548476454,1.562738311,0.004301878,1.437419167,0.36811556
"frozenset({'parsley', 'salt', 'egg'})",frozenset({'parmesan cheese'}),0.016592253,0.316640521,0.011946422,0.72,2.273871951,0.006692642,2.440569567,0.569673668
"frozenset({'parmesan cheese', 'pepper', 'egg'})",frozenset({'salt'}),0.015445879,0.350971401,0.012610112,0.81640625,2.326133262,0.00718905,3.535134497,0.579045889
"frozenset({'pepper', 'salt', 'egg'})",frozenset({'parmesan cheese'}),0.019126342,0.316640521,0.012610112,0.659305994,2.082190842,0.006553937,2.005786618,0.529871122
"frozenset({'pepper', 'egg'})","frozenset({'parmesan cheese', 'salt'})",0.024073851,0.114758055,0.012610112,0.523809524,4.564468479,0.009847444,1.859008085,0.800179851
"frozenset({'olive oil', 'garlic', 'oregano'})",frozenset({'onion'}),0.025159889,0.283999035,0.013937492,0.553956835,1.950558865,0.006792108,1.605227971,0.499903946
"frozenset({'onion', 'garlic', 'oregano'})",frozenset({'olive oil'}),0.025039218,0.371787136,0.013937492,0.556626506,1.49716451,0.004628233,1.416893143,0.340599063
"frozenset({'parmesan cheese', 'onion', 'garlic'})",frozenset({'olive oil'}),0.030228068,0.371787136,0.015626885,0.516966068,1.390489388,0.004388479,1.300556383,0.289582256
"frozenset({'olive oil', 'parsley', 'garlic'})",frozenset({'onion'}),0.020574394,0.283999035,0.010558706,0.513196481,1.807036005,0.004715598,1.47082126,0.455989299
"frozenset({'parsley', 'garlic', 'onion'})",frozenset({'olive oil'}),0.019247013,0.371787136,0.010558706,0.548589342,1.47554686,0.003402914,1.391665996,0.328609922
"frozenset({'onion', 'garlic', 'salt'})",frozenset({'olive oil'}),0.028418004,0.371787136,0.015506215,0.545647558,1.467634312,0.004940766,1.382655415,0.327951072
"frozenset({'olive oil', 'garlic', 'tomato'})",frozenset({'onion'}),0.031615784,0.283999035,0.016471582,0.520992366,1.834486399,0.00749273,1.494758987,0.469739482
"frozenset({'onion', 'garlic', 'tomato'})",frozenset({'olive oil'}),0.031072765,0.371787136,0.016471582,0.530097087,1.425808037,0.004919128,1.336899276,0.308220579
"frozenset({'garlic', 'salt', 'oregano'})",frozenset({'olive oil'}),0.021479426,0.371787136,0.012006758,0.558988764,1.503518302,0.004020983,1.424482671,0.342244581
"frozenset({'tomato', 'garlic', 'oregano'})",frozenset({'olive oil'}),0.02009171,0.371787136,0.01104139,0.54954955,1.478129541,0.003571551,1.394632557,0.330101615
"frozenset({'parmesan cheese', 'garlic', 'salt'})",frozenset({'olive oil'}),0.026788947,0.371787136,0.013816822,0.515765766,1.387260922,0.003857036,1.297332611,0.286839191
"frozenset({'parmesan cheese', 'garlic', 'tomato'})",frozenset({'olive oil'}),0.018281646,0.371787136,0.010196694,0.557755776,1.500201919,0.003399813,1.420511176,0.339632097
"frozenset({'garlic', 'salt', 'tomato'})",frozenset({'olive oil'}),0.022384458,0.371787136,0.012067093,0.539083558,1.449979047,0.00374484,1.362964751,0.317440597
"frozenset({'parmesan cheese', 'garlic', 'oregano'})",frozenset({'onion'}),0.017919633,0.283999035,0.010257029,0.572390572,2.015466613,0.005167871,1.674427454,0.513030295
"frozenset({'garlic', 'salt', 'oregano'})",frozenset({'onion'}),0.021479426,0.283999035,0.012067093,0.561797753,1.978167826,0.005966957,1.633950921,0.505336046
"frozenset({'onion', 'garlic', 'oregano'})",frozenset({'tomato'}),0.025039218,0.208519368,0.012730783,0.508433735,2.438304607,0.007509621,1.610119914,0.605028407
"frozenset({'tomato', 'garlic', 'oregano'})",frozenset({'onion'}),0.02009171,0.283999035,0.012730783,0.633633634,2.231111928,0.007024757,1.954330504,0.563106771
"frozenset({'parmesan cheese', 'garlic', 'tomato'})",frozenset({'onion'}),0.018281646,0.283999035,0.010800048,0.590759076,2.080144662,0.005608078,1.749583004,0.528933988
"frozenset({'garlic', 'salt', 'tomato'})",frozenset({'onion'}),0.022384458,0.283999035,0.012187764,0.544474394,1.917169874,0.0058306,1.57181277,0.489351685
"frozenset({'olive oil', 'mozzarella cheese', 'garlic clove'})",frozenset({'parmesan cheese'}),0.018885001,0.316640521,0.010981055,0.581469649,1.836371562,0.005001298,1.63275967,0.464214587
"frozenset({'parmesan cheese', 'mozzarella cheese', 'garlic clove'})",frozenset({'onion'}),0.023168819,0.283999035,0.012972125,0.559895833,1.971470903,0.006392203,1.626889767,0.504452073
"frozenset({'onion', 'mozzarella cheese', 'garlic clove'})",frozenset({'parmesan cheese'}),0.018583323,0.316640521,0.012972125,0.698051948,2.204556591,0.007087892,2.263169026,0.556740126
"frozenset({'olive oil', 'onion', 'oregano'})",frozenset({'garlic clove'}),0.039097381,0.296186799,0.019729697,0.50462963,1.703754631,0.008149569,1.42078179,0.429867725
"frozenset({'olive oil', 'garlic clove', 'oregano'})",frozenset({'onion'}),0.035054905,0.283999035,0.019729697,0.562822719,1.981776875,0.009774138,1.637781736,0.513399498
"frozenset({'onion', 'garlic clove', 'oregano'})",frozenset({'olive oil'}),0.036623627,0.371787136,0.019729697,0.538714992,1.448987711,0.006113504,1.361875743,0.321642746
"frozenset({'parmesan cheese', 'olive oil', 'onion'})",frozenset({'garlic clove'}),0.051647158,0.296186799,0.026004585,0.503504673,1.699956498,0.010707379,1.417562589,0.434173479
"frozenset({'parmesan cheese', 'onion', 'garlic clove'})",frozenset({'olive oil'}),0.047785688,0.371787136,0.026004585,0.544191919,1.463719063,0.008238481,1.378239856,0.332707443
"frozenset({'parsley', 'garlic clove', 'onion'})",frozenset({'olive oil'}),0.027090624,0.371787136,0.014299505,0.527839644,1.419736166,0.00422756,1.330507433,0.303875969
"frozenset({'olive oil', 'onion', 'pepper'})",frozenset({'garlic clove'}),0.022625799,0.296186799,0.012972125,0.573333333,1.935715353,0.006270662,1.649562191,0.494585511
"frozenset({'onion', 'pepper', 'garlic clove'})",frozenset({'olive oil'}),0.023772173,0.371787136,0.012972125,0.545685279,1.46773577,0.004133937,1.382770214,0.326438612
"frozenset({'olive oil', 'red pepper flake', 'onion'})",frozenset({'garlic clove'}),0.019126342,0.296186799,0.010558706,0.552050473,1.863859145,0.004893736,1.571188626,0.472516279
"frozenset({'red pepper flake', 'onion', 'garlic clove'})",frozenset({'olive oil'}),0.018583323,0.371787136,0.010558706,0.568181818,1.528244962,0.003649666,1.454808737,0.35219968
"frozenset({'olive oil', 'onion', 'salt'})",frozenset({'garlic clove'}),0.054241583,0.296186799,0.027331966,0.503893215,1.701268311,0.011266325,1.418672798,0.435844116
"frozenset({'onion', 'salt', 'garlic clove'})",frozenset({'olive oil'}),0.050018101,0.371787136,0.027331966,0.546441496,1.469769775,0.008735879,1.385075702,0.336449919
"frozenset({'onion', 'salt pepper', 'garlic clove'})",frozenset({'olive oil'}),0.022022445,0.371787136,0.012791119,0.580821918,1.562243178,0.004603457,1.498677746,0.367999027
"frozenset({'olive oil', 'onion', 'tomato'})",frozenset({'garlic clove'}),0.051285145,0.296186799,0.026487269,0.516470588,1.74373264,0.011297286,1.455574747,0.449574059
"frozenset({'olive oil', 'garlic clove', 'tomato'})",frozenset({'onion'}),0.05056112,0.283999035,0.026487269,0.523866348,1.844606089,0.01212796,1.503781476,0.482262572
"frozenset({'onion', 'garlic clove', 'tomato'})",frozenset({'olive oil'}),0.051285145,0.371787136,0.026487269,0.516470588,1.389156691,0.007420112,1.299223684,0.295282403
"frozenset({'tomato paste', 'olive oil', 'onion'})",frozenset({'garlic clove'}),0.021177748,0.296186799,0.01104139,0.521367521,1.760265899,0.004768821,1.470466867,0.441248662
"frozenset({'tomato paste', 'olive oil', 'garlic clove'})",frozenset({'onion'}),0.016290576,0.283999035,0.01104139,0.677777778,2.386549583,0.006414882,2.222071961,0.590606348
"frozenset({'tomato paste', 'onion', 'garlic clove'})",frozenset({'olive oil'}),0.02208278,0.371787136,0.01104139,0.5,1.344855566,0.002831296,1.256425727,0.26221619
"frozenset({'water', 'olive oil', 'garlic clove'})",frozenset({'onion'}),0.020031374,0.283999035,0.010196694,0.509036145,1.792386883,0.004507803,1.458357794,0.451121317
"frozenset({'parmesan cheese', 'garlic clove', 'oregano'})",frozenset({'olive oil'}),0.024556534,0.371787136,0.013092796,0.533169533,1.434072029,0.003962992,1.345698081,0.310304971
"frozenset({'salt', 'garlic clove', 'oregano'})",frozenset({'olive oil'}),0.031253771,0.371787136,0.017135272,0.548262548,1.47466788,0.005515522,1.390659245,0.332265767
"frozenset({'olive oil', 'tomato', 'oregano'})",frozenset({'garlic clove'}),0.032520816,0.296186799,0.016531917,0.508348794,1.716311451,0.006899681,1.431529493,0.43138413
"frozenset({'tomato', 'garlic clove', 'oregano'})",frozenset({'olive oil'}),0.031012429,0.371787136,0.016531917,0.53307393,1.433814884,0.005001895,1.345422549,0.312243321
"frozenset({'parmesan cheese', 'olive oil', 'parsley'})",frozenset({'garlic clove'}),0.026426934,0.296186799,0.014299505,0.54109589,1.82687376,0.006472196,1.533682499,0.464902757
"frozenset({'parmesan cheese', 'parsley', 'garlic clove'})",frozenset({'olive oil'}),0.027633643,0.371787136,0.014299505,0.517467249,1.39183742,0.004025672,1.301907201,0.289525937
"frozenset({'parmesan cheese', 'olive oil', 'pepper'})",frozenset({'garlic clove'}),0.021238084,0.296186799,0.011584409,0.545454545,1.841589659,0.005293969,1.548389043,0.466907081
"frozenset({'parmesan cheese', 'pepper', 'garlic clove'})",frozenset({'olive oil'}),0.02141909,0.371787136,0.011584409,0.54084507,1.454717007,0.003621067,1.36819366,0.319422822
"frozenset({'parmesan cheese', 'olive oil', 'red pepper flake'})",frozenset({'garlic clove'}),0.017798962,0.296186799,0.010317365,0.579661017,1.95707918,0.005045547,1.67439431,0.497896511
"frozenset({'parmesan cheese', 'red pepper flake', 'garlic clove'})",frozenset({'olive oil'}),0.017135272,0.371787136,0.010317365,0.602112676,1.619509168,0.003946691,1.578871268,0.38919798
"frozenset({'parmesan cheese', 'salt', 'garlic clove'})",frozenset({'olive oil'}),0.045191263,0.371787136,0.025159889,0.556742323,1.497476025,0.008358359,1.417263358,0.347933217
"frozenset({'parmesan cheese', 'olive oil', 'tomato'})",frozenset({'garlic clove'}),0.033968867,0.296186799,0.018040304,0.531083481,1.793069387,0.007979174,1.500934971,0.457849735
"frozenset({'parmesan cheese', 'garlic clove', 'tomato'})",frozenset({'olive oil'}),0.032641487,0.371787136,0.018040304,0.552680222,1.486550145,0.005904619,1.40439322,0.33834564
"frozenset({'parsley', 'salt', 'garlic clove'})",frozenset({'olive oil'}),0.026426934,0.371787136,0.014299505,0.54109589,1.45539164,0.004474311,1.368941464,0.321393158
"frozenset({'parsley', 'garlic clove', 'tomato'})",frozenset({'olive oil'}),0.019488355,0.371787136,0.010257029,0.526315789,1.415637438,0.003011509,1.326227156,0.299440034
"frozenset({'olive oil', 'pepper', 'garlic clove'})",frozenset({'salt'}),0.028961023,0.350971401,0.022263787,0.76875,2.190349407,0.012099296,2.806610158,0.559660167
"frozenset({'olive oil', 'pepper', 'salt'})",frozenset({'garlic clove'}),0.04283818,0.296186799,0.022263787,0.51971831,1.754697753,0.009575683,1.465417516,0.449350646
"frozenset({'salt', 'pepper', 'garlic clove'})",frozenset({'olive oil'}),0.040304091,0.371787136,0.022263787,0.55239521,1.485783545,0.007279244,1.403498973,0.34068547
"frozenset({'olive oil', 'pepper', 'tomato'})",frozenset({'garlic clove'}),0.017798962,0.296186799,0.010438035,0.586440678,1.979968995,0.005166218,1.701843397,0.503910673
"frozenset({'pepper', 'garlic clove', 'tomato'})",frozenset({'olive oil'}),0.018703994,0.371787136,0.010438035,0.558064516,1.501032342,0.003484131,1.42150356,0.340154076
"frozenset({'olive oil', 'red pepper flake', 'salt'})",frozenset({'garlic clove'}),0.020634729,0.296186799,0.011463738,0.555555556,1.875693171,0.005352004,1.583579703,0.476700345
"frozenset({'red pepper flake', 'salt', 'garlic clove'})",frozenset({'olive oil'}),0.021720767,0.371787136,0.011463738,0.527777778,1.419569765,0.003388236,1.330333123,0.302123571
"frozenset({'olive oil', 'red pepper flake', 'tomato'})",frozenset({'garlic clove'}),0.018160975,0.296186799,0.010438035,0.574750831,1.940501175,0.005058994,1.655060731,0.493634088
"frozenset({'red pepper flake', 'garlic clove', 'tomato'})",frozenset({'olive oil'}),0.018462652,0.371787136,0.010438035,0.565359477,1.52065368,0.003573859,1.445361927,0.348828368
"frozenset({'olive oil', 'salt', 'tomato'})",frozenset({'garlic clove'}),0.042536503,0.296186799,0.022686135,0.533333333,1.800665444,0.010087384,1.508171146,0.464403869
"frozenset({'salt', 'garlic clove', 'tomato'})",frozenset({'olive oil'}),0.041028116,0.371787136,0.022686135,0.552941176,1.487252038,0.007432409,1.405212984,0.341635677
"frozenset({'olive oil', 'garlic clove', 'water'})",frozenset({'salt'}),0.020031374,0.350971401,0.011282732,0.563253012,1.604840196,0.004252292,1.486051689,0.384588842
"frozenset({'salt', 'garlic clove', 'water'})",frozenset({'olive oil'}),0.020031374,0.371787136,0.011282732,0.563253012,1.514987897,0.003835325,1.438390832,0.346877146
"frozenset({'olive oil', 'salt pepper', 'tomato'})",frozenset({'garlic clove'}),0.021238084,0.296186799,0.011343067,0.534090909,1.803223208,0.005052627,1.510623457,0.455102999
"frozenset({'salt pepper', 'garlic clove', 'tomato'})",frozenset({'olive oil'}),0.017979969,0.371787136,0.011343067,0.630872483,1.696864741,0.004658346,1.701885758,0.418197006
"frozenset({'parmesan cheese', 'garlic clove', 'oregano'})",frozenset({'onion'}),0.024556534,0.283999035,0.014540847,0.592137592,2.084998609,0.007566815,1.755496343,0.533483888
"frozenset({'salt', 'garlic clove', 'oregano'})",frozenset({'onion'}),0.031253771,0.283999035,0.017195608,0.55019305,1.937306058,0.008319567,1.591796138,0.499428317
"frozenset({'onion', 'garlic clove', 'oregano'})",frozenset({'tomato'}),0.036623627,0.208519368,0.020031374,0.546952224,2.623028403,0.012394639,1.747013614,0.642284048
"frozenset({'tomato', 'onion', 'oregano'})",frozenset({'garlic clove'}),0.038192349,0.296186799,0.020031374,0.524486572,1.770796586,0.008719305,1.480112148,0.452566996
"frozenset({'tomato', 'garlic clove', 'oregano'})",frozenset({'onion'}),0.031012429,0.283999035,0.020031374,0.645914397,2.274354199,0.011223875,2.022112616,0.578247611
"frozenset({'tomato paste', 'onion', 'oregano'})",frozenset({'garlic clove'}),0.020333052,0.296186799,0.0103777,0.510385757,1.723188741,0.004355319,1.437485145,0.428391013
"frozenset({'tomato paste', 'garlic clove', 'oregano'})",frozenset({'onion'}),0.015385544,0.283999035,0.0103777,0.674509804,2.375042594,0.00600822,2.199762002,0.588001645
"frozenset({'parmesan cheese', 'onion', 'pepper'})",frozenset({'garlic clove'}),0.019488355,0.296186799,0.010317365,0.529411765,1.787425257,0.004545171,1.495603053,0.449292009
"frozenset({'parmesan cheese', 'onion', 'tomato'})",frozenset({'garlic clove'}),0.036925305,0.296186799,0.019307349,0.522875817,1.765358279,0.008370561,1.47511534,0.450165236
"frozenset({'parmesan cheese', 'garlic clove', 'tomato'})",frozenset({'onion'}),0.032641487,0.283999035,0.019307349,0.591497227,2.082743796,0.010037198,1.752744445,0.537405858
"frozenset({'parsley', 'garlic clove', 'tomato'})",frozenset({'onion'}),0.019488355,0.283999035,0.012248099,0.628482972,2.212975734,0.006713425,1.927235932,0.559014027
"frozenset({'parsley', 'onion', 'tomato'})",frozenset({'garlic clove'}),0.024013515,0.296186799,0.012248099,0.510050251,1.722055992,0.005135613,1.436500791,0.429615364
"frozenset({'onion', 'pepper', 'garlic clove'})",frozenset({'salt'}),0.023772173,0.350971401,0.018341981,0.771573604,2.198394518,0.009998628,2.841302978,0.5583969
"frozenset({'onion', 'pepper', 'tomato'})",frozenset({'garlic clove'}),0.018583323,0.296186799,0.010558706,0.568181818,1.918322562,0.005054571,1.629883203,0.487775729
"frozenset({'pepper', 'garlic clove', 'tomato'})",frozenset({'onion'}),0.018703994,0.283999035,0.010558706,0.564516129,1.987739605,0.00524679,1.644150365,0.506387464
"frozenset({'onion', 'salt', 'tomato'})",frozenset({'garlic clove'}),0.043139858,0.296186799,0.023108483,0.535664336,1.808535486,0.010331027,1.515742286,0.467222325
"frozenset({'salt', 'garlic clove', 'tomato'})",frozenset({'onion'}),0.041028116,0.283999035,0.023108483,0.563235294,1.983229608,0.011456538,1.63932881,0.516982779
"frozenset({'tomato paste', 'onion', 'garlic clove'})",frozenset({'salt'}),0.02208278,0.350971401,0.012308435,0.557377049,1.588098197,0.004558011,1.466323872,0.378678285
"frozenset({'tomato paste', 'onion', 'salt'})",frozenset({'garlic clove'}),0.022867141,0.296186799,0.012308435,0.538258575,1.817294281,0.00553549,1.524258305,0.460256131
"frozenset({'tomato paste', 'salt', 'garlic clove'})",frozenset({'onion'}),0.017738627,0.283999035,0.012308435,0.693877551,2.443239118,0.007270682,2.338936487,0.601374837
"frozenset({'salt', 'garlic clove', 'water'})",frozenset({'onion'}),0.020031374,0.283999035,0.010860384,0.542168675,1.909051118,0.005171493,1.563896845,0.485913065
"frozenset({'onion', 'salt pepper', 'tomato'})",frozenset({'garlic clove'}),0.020152045,0.296186799,0.010317365,0.511976048,1.728557958,0.004348595,1.442169382,0.430151528
"frozenset({'salt pepper', 'garlic clove', 'tomato'})",frozenset({'onion'}),0.017979969,0.283999035,0.010317365,0.573825503,2.020519204,0.005211071,1.680065257,0.514325258
"frozenset({'sugar', 'onion', 'garlic clove'})",frozenset({'tomato'}),0.015445879,0.208519368,0.010136358,0.65625,3.14718967,0.006915593,2.302489112,0.692959571
"frozenset({'onion', 'sugar', 'tomato'})",frozenset({'garlic clove'}),0.015807892,0.296186799,0.010136358,0.641221374,2.164922195,0.005454269,1.961692115,0.546732321
"frozenset({'sugar', 'garlic clove', 'tomato'})",frozenset({'onion'}),0.014420176,0.283999035,0.010136358,0.70292887,2.475110069,0.006041042,2.410200433,0.604697407
"frozenset({'tomato paste', 'onion', 'garlic clove'})",frozenset({'tomato'}),0.02208278,0.208519368,0.01423917,0.644808743,3.092320633,0.009634482,2.228322396,0.691897284
"frozenset({'tomato paste', 'onion', 'tomato'})",frozenset({'garlic clove'}),0.024858212,0.296186799,0.01423917,0.572815534,1.933967134,0.006876496,1.647562721,0.495238884
"frozenset({'tomato paste', 'garlic clove', 'tomato'})",frozenset({'onion'}),0.019910704,0.283999035,0.01423917,0.715151515,2.518147697,0.008584549,2.51362041,0.615130385
"frozenset({'onion', 'water', 'tomato'})",frozenset({'garlic clove'}),0.020393387,0.296186799,0.010619042,0.520710059,1.758046144,0.00457879,1.468449766,0.440163134
"frozenset({'water', 'garlic clove', 'tomato'})",frozenset({'onion'}),0.014540847,0.283999035,0.010619042,0.730290456,2.57145401,0.006489455,2.654711272,0.620132206
"frozenset({'pepper', 'garlic clove', 'oregano'})",frozenset({'salt'}),0.014178834,0.350971401,0.011101726,0.782978723,2.230890384,0.00612536,2.990621976,0.559684151
"frozenset({'tomato', 'salt', 'oregano'})",frozenset({'garlic clove'}),0.029383372,0.296186799,0.015204537,0.517453799,1.747052202,0.00650157,1.458540549,0.440552166
"frozenset({'parmesan cheese', 'pepper', 'garlic clove'})",frozenset({'salt'}),0.02141909,0.350971401,0.017135272,0.8,2.279388001,0.009617784,3.245142995,0.57357112
"frozenset({'parmesan cheese', 'garlic clove', 'tomato'})",frozenset({'salt'}),0.032641487,0.350971401,0.016350911,0.500924214,1.427250804,0.004894683,1.300461008,0.309453312
"frozenset({'parmesan cheese', 'salt', 'tomato'})",frozenset({'garlic clove'}),0.028418004,0.296186799,0.016350911,0.57537155,1.942596877,0.007933873,1.657480089,0.49941761
"frozenset({'parsley', 'pepper', 'garlic clove'})",frozenset({'salt'}),0.01357548,0.350971401,0.010558706,0.777777778,2.216071667,0.005794101,2.920628696,0.556303138
"frozenset({'pepper', 'garlic clove', 'tomato'})",frozenset({'salt'}),0.018703994,0.350971401,0.01490286,0.796774194,2.27019692,0.008338293,3.193632789,0.570174111
"frozenset({'pepper', 'salt', 'tomato'})",frozenset({'garlic clove'}),0.027030288,0.296186799,0.01490286,0.551339286,1.861458,0.006896845,1.568698081,0.475643478
"frozenset({'tomato paste', 'salt', 'garlic clove'})",frozenset({'tomato'}),0.017738627,0.208519368,0.010860384,0.612244898,2.936153628,0.007161536,2.041186894,0.671326781
"frozenset({'tomato paste', 'garlic clove', 'tomato'})",frozenset({'salt'}),0.019910704,0.350971401,0.010860384,0.545454545,1.554128182,0.003872296,1.427862918,0.363795863
"frozenset({'tomato paste', 'salt', 'tomato'})",frozenset({'garlic clove'}),0.019066007,0.296186799,0.010860384,0.569620253,1.923179074,0.005213284,1.635330674,0.489357718
"frozenset({'olive oil', 'onion', 'mozzarella cheese'})",frozenset({'parmesan cheese'}),0.017376614,0.316640521,0.010981055,0.631944444,1.995778815,0.005478915,1.85667481,0.507765721
"frozenset({'onion', 'mozzarella cheese', 'salt'})",frozenset({'parmesan cheese'}),0.018703994,0.316640521,0.011162061,0.596774194,1.884705694,0.005239619,1.694731507,0.478360431
"frozenset({'parmesan cheese', 'mozzarella cheese', 'tomato'})",frozenset({'onion'}),0.019669362,0.283999035,0.010619042,0.539877301,1.900982872,0.005032962,1.556108765,0.483465797
"frozenset({'onion', 'mozzarella cheese', 'tomato'})",frozenset({'parmesan cheese'}),0.016592253,0.316640521,0.010619042,0.64,2.021219512,0.005365262,1.898220774,0.513773851
"frozenset({'parmesan cheese', 'olive oil', 'oregano'})",frozenset({'onion'}),0.027512972,0.283999035,0.015204537,0.552631579,1.945892456,0.00739088,1.600472746,0.499849326
"frozenset({'parmesan cheese', 'onion', 'oregano'})",frozenset({'olive oil'}),0.029564378,0.371787136,0.015204537,0.514285714,1.383280011,0.004212882,1.293379425,0.285521844
"frozenset({'olive oil', 'parsley', 'oregano'})",frozenset({'onion'}),0.018040304,0.283999035,0.0103777,0.575250836,2.025537998,0.005254271,1.68570306,0.515605687
"frozenset({'parsley', 'onion', 'oregano'})",frozenset({'olive oil'}),0.020393387,0.371787136,0.0103777,0.50887574,1.368728742,0.002795701,1.279132216,0.275003294
"frozenset({'olive oil', 'salt', 'oregano'})",frozenset({'onion'}),0.036201279,0.283999035,0.018945336,0.523333333,1.842729268,0.008664208,1.502099927,0.47450435
"frozenset({'onion', 'salt', 'oregano'})",frozenset({'olive oil'}),0.036140944,0.371787136,0.018945336,0.524207012,1.409965435,0.005508598,1.320349141,0.301665221
"frozenset({'olive oil', 'onion', 'oregano'})",frozenset({'tomato'}),0.039097381,0.208519368,0.019850368,0.507716049,2.43486279,0.011697807,1.60777257,0.613276755
"frozenset({'olive oil', 'tomato', 'oregano'})",frozenset({'onion'}),0.032520816,0.283999035,0.019850368,0.61038961,2.149266497,0.010614488,1.837735811,0.552699215
"frozenset({'tomato', 'onion', 'oregano'})",frozenset({'olive oil'}),0.038192349,0.371787136,0.019850368,0.519747235,1.397969925,0.005650944,1.308087969,0.295981248
"frozenset({'tomato paste', 'olive oil', 'onion'})",frozenset({'oregano'}),0.021177748,0.162302401,0.010619042,0.501424501,3.08944598,0.007181842,1.680182041,0.690950138
"frozenset({'tomato paste', 'olive oil', 'oregano'})",frozenset({'onion'}),0.01490286,0.283999035,0.010619042,0.712550607,2.50898954,0.006386644,2.490876598,0.610531844
"frozenset({'tomato paste', 'onion', 'oregano'})",frozenset({'olive oil'}),0.020333052,0.371787136,0.010619042,0.522255193,1.404715606,0.003059475,1.314954876,0.294091917
"frozenset({'parmesan cheese', 'olive oil', 'tomato'})",frozenset({'onion'}),0.033968867,0.283999035,0.017919633,0.527531083,1.857510129,0.008272508,1.515445652,0.477877898
"frozenset({'parsley', 'salt', 'onion'})",frozenset({'olive oil'}),0.026426934,0.371787136,0.013515144,0.511415525,1.375560031,0.00368995,1.285781468,0.280434388
"frozenset({'olive oil', 'parsley', 'tomato'})",frozenset({'onion'}),0.020695065,0.283999035,0.012067093,0.583090379,2.053142116,0.006189715,1.717400917,0.523781344
"frozenset({'parsley', 'onion', 'tomato'})",frozenset({'olive oil'}),0.024013515,0.371787136,0.012067093,0.502512563,1.351613635,0.003139177,1.262771312,0.266544263
"frozenset({'olive oil', 'onion', 'pepper'})",frozenset({'salt'}),0.022625799,0.350971401,0.017798962,0.786666667,2.241398201,0.009857954,3.042321558,0.566671305
"frozenset({'olive oil', 'salt', 'tomato'})",frozenset({'onion'}),0.042536503,0.283999035,0.022444793,0.527659574,1.857962564,0.010364467,1.5158579,0.482290995
"frozenset({'onion', 'salt', 'tomato'})",frozenset({'olive oil'}),0.043139858,0.371787136,0.022444793,0.52027972,1.399402156,0.006405949,1.309539934,0.298276749
"frozenset({'tomato paste', 'olive oil', 'onion'})",frozenset({'salt'}),0.021177748,0.350971401,0.011222397,0.52991453,1.509851026,0.003789613,1.380660838,0.344989094
"frozenset({'tomato paste', 'olive oil', 'salt'})",frozenset({'onion'}),0.015868227,0.283999035,0.011222397,0.707224335,2.490234995,0.006715835,2.445561739,0.608080634
"frozenset({'olive oil', 'onion', 'water'})",frozenset({'salt'}),0.021901774,0.350971401,0.011222397,0.512396694,1.459938595,0.0035355,1.331058652,0.322094118
"frozenset({'olive oil', 'salt pepper', 'tomato'})",frozenset({'onion'}),0.021238084,0.283999035,0.011765416,0.553977273,1.95063083,0.00573382,1.605301527,0.497920203
"frozenset({'onion', 'salt pepper', 'tomato'})",frozenset({'olive oil'}),0.020152045,0.371787136,0.011765416,0.583832335,1.570340332,0.004273144,1.509518679,0.370665025
"frozenset({'tomato paste', 'olive oil', 'onion'})",frozenset({'tomato'}),0.021177748,0.208519368,0.011765416,0.555555556,2.664287551,0.007349445,1.780831423,0.638180361
"frozenset({'tomato paste', 'olive oil', 'tomato'})",frozenset({'onion'}),0.017255943,0.283999035,0.011765416,0.681818182,2.400776407,0.006864745,2.250288748,0.593713163
"frozenset({'parmesan cheese', 'tomato', 'oregano'})",frozenset({'olive oil'}),0.022022445,0.371787136,0.011584409,0.526027397,1.414861747,0.003396748,1.325420203,0.29981993
"frozenset({'olive oil', 'pepper', 'oregano'})",frozenset({'salt'}),0.01423917,0.350971401,0.011222397,0.788135593,2.245583518,0.006224855,3.063414987,0.56269374
"frozenset({'tomato', 'salt', 'oregano'})",frozenset({'olive oil'}),0.029383372,0.371787136,0.015385544,0.523613963,1.408370306,0.004461184,1.318705451,0.29873738
"frozenset({'parmesan cheese', 'olive oil', 'pepper'})",frozenset({'salt'}),0.021238084,0.350971401,0.016350911,0.769886364,2.193587174,0.008896951,2.820469961,0.555932652
